,id,title,author,authoryearofbirth,avg_speed,normalized_volume,log_downloads
35,PG10364,Yeast: a Problem,"Kingsley, Charles",1819.0,0.08504737,0.7951619268826705,4.219507705176107
36,PG1036,Joe Wilson and His Mates,"Lawson, Henry",1867.0,0.09262066,0.7509601951190004,4.976733742420574
37,PG10372,Bunch Grass: A Chronicle of Life on a Cattle Ranch,"Vachell, Horace Annesley",1861.0,0.076965064,0.6976721473084156,4.532599493153256
38,PG10374,The Ramblin' Kid,"Bowman, Earl Wayland",1875.0,0.07893156,0.7056035679836199,4.219507705176107
39,PG10387,A Century Too Soon: The Age of Tyranny,"Musick, John R. (John Roy)",1849.0,0.09353246,0.7113706277286694,4.6443908991413725
40,PG10402,A Man and His Money,"Isham, Frederic Stewart",1866.0,0.06783427,0.6529801172905673,4.30406509320417
41,PG10410,The Powers and Maxine,"Williamson, C. N. (Charles Norris)",1859.0,0.078373924,0.7269023202682653,4.262679877041316
42,PG10432,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",1856.0,0.06837268,0.6119006817039807,4.158883083359672
43,PG10433,A Flock of Girls and Boys,"Perry, Nora",1831.0,0.08220641,0.5979144976373287,4.77912349311153
44,PG10438,Up the Hill and Over,"Mackay, Isabel Ecclestone",1875.0,0.07179361,0.7835590796246225,4.060443010546419
45,PG10440,Tutt and Mr. Tutt,"Train, Arthur Cheney",1875.0,0.07420077,0.6106131237960674,4.02535169073515
46,PG10446,"The Green Flag, and Other Stories of War and Sport","Doyle, Arthur Conan",1859.0,0.09293472,0.6587711284367865,4.343805421853684
47,PG10449,Burnham Breaker,"Greene, Homer",1853.0,0.09401265,0.6891717585685827,3.610917912644224
48,PG10452,Peter's Mother,"De La Pasture, Henry, Mrs.",1866.0,0.084626414,0.7692731715286938,3.8501476017100575
49,PG10473,The Heart of the Range,"White, William Patterson",1884.0,0.07772596,0.7492657005212281,4.836281906951478
50,PG10476,The Vanishing Man: A Detective Romance,"Freeman, R. Austin (Richard Austin)",1862.0,0.08620403,0.7826657520186264,4.912654885736052
51,PG1047,The New Machiavelli,"Wells, H. G. (Herbert George)",1866.0,0.07080569,0.81396161401114,5.43372200355424
52,PG1048,The Ruling Passion: Tales of Nature and Human Nature,"Van Dyke, Henry",1852.0,0.08552717,0.5959111063221387,4.30406509320417
53,PG10519,Mercy Philbrick's Choice,"Jackson, Helen Hunt",1830.0,0.08523472,0.6117514943975443,3.951243718581428
54,PG10521,"The Primadonna: A Sequel to ""Fair Margaret""","Crawford, F. Marion (Francis Marion)",1854.0,0.078899786,0.7919369632496558,3.951243718581428
55,PG10538,Hyacinth,"Birmingham, George A.",1865.0,0.082214415,0.5806193338266922,3.9889840465642745
56,PG1053,Within the Tides: Tales,"Conrad, Joseph",1857.0,0.073348396,0.6325352610580952,4.77912349311153
57,PG10540,Mother Carey's Chickens,"Wiggin, Kate Douglas Smith",1856.0,0.08312446,0.7041753497231552,4.454347296253507
58,PG10542,"The Boats of the ""Glen Carrig"": Being an account of their Adventures in the Strange places of the Earth, after the foundering of the good ship Glen Carrig through striking upon a hidden rock in the unknown seas to the Southward; as told by John Winterstraw, Gent., to his son James Winterstraw, in the year 1757, and by him committed very properly and legibly to manuscript","Hodgson, William Hope",1877.0,0.0763144,0.5813655115369148,4.912654885736052
59,PG10549,A Romance of the Republic,"Child, Lydia Maria",1802.0,0.083628714,0.8104063320369294,4.127134385045092
60,PG10551,Affair in Araby,"Mundy, Talbot",1879.0,0.07827583,0.5681778615305229,4.382026634673881
61,PG10554,"Right Ho, Jeeves","Wodehouse, P. G. (Pelham Grenville)",1881.0,0.06601839,0.7307646610862312,7.21081845347222
62,PG1055,'Twixt Land & Sea: Tales,"Conrad, Joseph",1857.0,0.06470548,0.7028134960857413,4.770684624465665
63,PG10560,"The Last of the Foresters: Or, Humors on the Border; A story of the Old Virginia Frontier","Cooke, John Esten",1830.0,0.08101563,0.7863601120173888,3.8501476017100575
64,PG1056,Martin Eden,"London, Jack",1876.0,0.07723043,0.8162503707875512,7.53689712956617
65,PG10586,Mike and Psmith,"Wodehouse, P. G. (Pelham Grenville)",1881.0,0.073331505,0.6388595286996844,5.723585101952381
66,PG1059,The World Set Free,"Wells, H. G. (Herbert George)",1866.0,0.07906565,0.6255684197295981,6.444131256700441
67,PG10621,Birthright: A Novel,"Stribling, T. S. (Thomas Sigismund)",1881.0,0.08315158,0.74248810130593,4.983606621708336
68,PG10624,Three John Silence Stories,"Blackwood, Algernon",1869.0,0.07274733,0.6937269758759073,5.075173815233827
69,PG10658,Hilda Lessways,"Bennett, Arnold",1867.0,0.06643043,0.7958806504076481,5.010635294096256
70,PG10676,The Reign of Greed,"Rizal, José",1861.0,0.08334552,0.795755278689973,8.669399124305569
71,PG10688,"The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down","Frey, Hildegard G.",1891.0,0.07212677,0.5913540955440902,3.970291913552122
72,PG10696,The Danger Trail,"Curwood, James Oliver",1878.0,0.07910593,0.6010946339408596,4.23410650459726
73,PG106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875.0,0.06808662,0.6455783118426508,5.891644211825772
74,PG10712,"White Jacket; Or, The World on a Man-of-War","Melville, Herman",1819.0,0.08691929,0.8176329211633534,5.8805329864007
75,PG10718,The House of Whispers,"Le Queux, William",1864.0,0.093144014,0.7352455629485954,4.0943445622221
76,PG10727,"A Set of Rogues: Namely Christopher Sutton, John Dawson, the Señor Don Sanchez Del Castillo De Castelaña and Moll Dawson; Their Wicked Conspiracy, and a True Account of Their Travels and Adventures","Barrett, Frank",1848.0,0.075209945,0.7585984686494773,4.477336814478207
77,PG10743,Moonfleet,"Falkner, John Meade",1858.0,0.08605307,0.6685310592568339,5.472270673671475
78,PG1074,The Sea-Wolf,"London, Jack",1876.0,0.075193614,0.8055909884868352,6.910750787961936
79,PG10755,The Broken Road,"Mason, A. E. W. (Alfred Edward Woodley)",1865.0,0.077028885,0.7907245225637747,4.0943445622221
80,PG10756,Between Whiles,"Jackson, Helen Hunt",1830.0,0.08106779,0.6517884434105442,4.30406509320417
81,PG10762,Impressions of Theophrastus Such,"Eliot, George",1819.0,0.065393336,0.5536745382821425,5.429345628954441
82,PG1076,The Wallet of Kai Lung,"Bramah, Ernest",1867.0,0.057768133,0.6806297576626605,4.584967478670572
83,PG1077,The Mirror of Kong Ho,"Bramah, Ernest",1867.0,0.052640405,0.5382775952823304,4.343805421853684
84,PG1078,The Scouts of the Valley,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,0.081453234,0.7660500939503957,5.003946305945459
85,PG107,Far from the Madding Crowd,"Hardy, Thomas",1840.0,0.08454587,0.8323350382780771,7.029087564149662
86,PG10810,"The Young Trail Hunters: Or, the Wild Riders of the Plains. The Veritable Adventures of Hal Hyde and Ned Brown, on Their Journey Across the Great Plains of the South-West","Cozzens, Samuel Woodworth",1834.0,0.07722907,0.5446856173502969,4.174387269895637
87,PG10817,Anne Severn and the Fieldings,"Sinclair, May",1863.0,0.09337485,0.7602115161769571,3.970291913552122
88,PG1081,Dead Souls,"Gogol, Nikolai Vasilevich",1809.0,0.08019263,0.8159266251603604,7.322510433997394
89,PG1083,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",1857.0,0.06943409,0.8199454525772106,5.267858159063328
90,PG10848,"Natalie; Or, A Gem Among the Sea-Weeds","Hallett, Emma V.",1832.0,0.078846484,0.6621272838319052,4.499809670330265
91,PG10876,"At Sunwich Port, Complete","Jacobs, W. W. (William Wymark)",1863.0,0.06668393,0.679825366889761,4.442651256490317
92,PG10882,The Eagle's Shadow,"Cabell, James Branch",1879.0,0.07301594,0.4962494316936319,4.718498871295094
93,PG1088,Rolf in the Woods,"Seton, Ernest Thompson",1860.0,0.07910517,0.7963239985585386,5.6240175061873385
94,PG10891,Algonquin Indian Tales,"Young, Egerton Ryerson",1840.0,0.07853679,0.6510646308947328,5.278114659230517
95,PG10892,Dawn,"Haggard, H. Rider (Henry Rider)",1856.0,0.0804018,0.8795169778146273,4.110873864173311
96,PG10905,"Phantom Fortune, a Novel","Braddon, M. E. (Mary Elizabeth)",1835.0,0.07611273,0.8714972937387376,4.59511985013459
97,PG10911,Buried Alive: A Tale of These Days,"Bennett, Arnold",1867.0,0.0770189,0.6207213231268423,4.07753744390572
98,PG10922,Young Lives,"Le Gallienne, Richard",1866.0,0.07924526,0.6900166164457848,4.290459441148391
99,PG10932,Over the Pass,"Palmer, Frederick",1873.0,0.07346077,0.753048865091338,3.8501476017100575
100,PG10935,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858.0,0.08491352,0.8812164289531748,5.501258210544727
101,PG10959,The Visits of Elizabeth,"Glyn, Elinor",1864.0,0.07750164,0.6562044781735871,4.02535169073515
102,PG1095,The Light of the Western Stars,"Grey, Zane",1872.0,0.08247509,0.8406952322452267,5.2832037287379885
103,PG10963,The Grip of Desire: The Story of a Parish-Priest,"France, Hector",1837.0,0.088416,0.7639232796942288,4.762173934797756
104,PG10977,The grizzly king : $b a romance of the wild,"Curwood, James Oliver",1878.0,0.076600395,0.5973810637507636,4.875197323201151
105,PG10978,Hidden Creek,"Burt, Katharine Newlin",1882.0,0.075135335,0.7136530835423277,4.127134385045092
106,PG10988,The Devil's Admiral,"Moore, Frederick Ferdinand",1881.0,0.08494837,0.7477409827247804,4.143134726391533
107,PG1098,The Turmoil: A Novel,"Tarkington, Booth",1869.0,0.082046434,0.7620790045128905,4.969813299576001
108,PG1099,The Riverman,"White, Stewart Edward",1873.0,0.0750099,0.8170242702798827,4.927253685157205
109,PG11012,The Autobiography of an Ex-Colored Man,"Johnson, James Weldon",1871.0,0.07391076,0.5496976642259378,6.814542897259958
110,PG11041,"The Half-Back: A Story of School, Football, and Golf","Barbour, Ralph Henry",1870.0,0.082716756,0.5791617920077046,4.430816798843313
111,PG11045,The Ghost Ship,"Middleton, Richard",1882.0,0.094931275,0.5396610413931069,4.976733742420574
112,PG11052,The Custom of the Country,"Wharton, Edith",1862.0,0.064517014,0.8096717910728903,5.955837369464831
113,PG11057,"The Wife of his Youth and Other Stories of the Color Line, and Selected Essays","Chesnutt, Charles W. (Charles Waddell)",1858.0,0.098553166,0.673861056874317,6.259581464064923
114,PG11082,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1805.0,0.07264352,0.8686051607139629,4.5217885770490405
115,PG110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",1840.0,0.07612521,0.8621567812720575,7.887208585813932
116,PG11110,A Countess from Canada: A Story of Life in the Backwoods,"Marchant, Bessie",1862.0,0.07054468,0.7613229250474711,4.532599493153256
117,PG11111,"Only an Irish Boy; Or, Andy Burke's Fortunes","Alger, Horatio, Jr.",1832.0,0.08169038,0.6335132931167674,4.406719247264253
118,PG11115,"Frank Merriwell at Yale; Or, Freshman Against Freshman","Standish, Burt L.",1866.0,0.08373342,0.7544201327286467,5.123963979403259
119,PG11128,The Red Thumb Mark,"Freeman, R. Austin (Richard Austin)",1862.0,0.08034008,0.6938026524317732,4.955827057601261
120,PG11141,A Summer in Leslie Goldthwaite's Life.,"Whitney, A. D. T. (Adeline Dutton Train)",1824.0,0.07314827,0.6301835008389528,4.59511985013459
121,PG11143,Mary Marie,"Porter, Eleanor H. (Eleanor Hodgman)",1868.0,0.07908901,0.7300055108801111,4.59511985013459
122,PG11161,Mary Wollaston,"Webster, Henry Kitchell",1875.0,0.06933097,0.776861938785338,3.912023005428146
123,PG11163,Potterism: A Tragi-Farcical Tract,"Macaulay, Rose",1881.0,0.08106659,0.7107246277680335,4.382026634673881
124,PG11165,Wild Wings: A Romance of Youth,"Chalmers, Margaret Piper",1880.0,0.072874986,0.8199726584646072,4.007333185232471
125,PG11166,For Gold or Soul? The Story of a Great Department Store,"Sheldon, Lurana",1862.0,0.06471627,0.6620579010393478,4.709530201312334
126,PG11197,Bambi,"Cooke, Marjorie Benton",1876.0,0.08287115,0.655541739628844,4.77912349311153
127,PG111,Freckles,"Stratton-Porter, Gene",1863.0,0.0838455,0.7632518464879987,5.459585514144159
128,PG11214,The Garies and Their Friends,"Webb, Frank J.",1828.0,0.077844664,0.7811196619695826,4.976733742420574
129,PG11217,The Visioning: A Novel,"Glaspell, Susan",1876.0,0.07408596,0.816540034105551,4.0943445622221
130,PG11221,The Bent Twig,"Fisher, Dorothy Canfield",1879.0,0.07319513,0.8643564121583396,4.624972813284271
131,PG11223,Big Timber: A Story of the Northwest,"Sinclair, Bertrand W.",1881.0,0.07997408,0.7717447792387192,4.574710978503383
132,PG11228,The Marrow of Tradition,"Chesnutt, Charles W. (Charles Waddell)",1858.0,0.10337877,0.6947148969319222,6.084499413075172
133,PG11229,The Purple Cloud,"Shiel, M. P. (Matthew Phipps)",1865.0,0.08044761,0.7645266257217593,5.2832037287379885
134,PG11247,The Exploits of Brigadier Gerard,"Doyle, Arthur Conan",1859.0,0.07576732,0.6811003178698225,5.220355825078324
135,PG11259,Polly and the Princess,"Dowd, Emma C.",1851.0,0.075321436,0.6942458541963257,4.31748811353631
136,PG11263,"The Adventures of a Special Correspondent Among the Various Races and Countries of Central Asia: Being the Exploits and Experiences of Claudius Bombarnac of ""The Twentieth Century""","Verne, Jules",1828.0,0.081415266,0.5940381353064205,4.787491742782046
137,PG11269,Virgie's Inheritance,"Sheldon, Georgie, Mrs.",1843.0,0.06756529,0.6203798231106604,3.8918202981106265
138,PG11303,Vain Fortune: A Novel,"Moore, George",1852.0,0.075395264,0.6295191226317073,4.158883083359672
139,PG11304,The Lake,"Moore, George",1852.0,0.08992713,0.6357008036790703,4.290459441148391
140,PG11325,The happiest time of their lives,"Miller, Alice Duer",1874.0,0.06334977,0.6097472545932731,3.912023005428146
141,PG11328,The Hunted Woman,"Curwood, James Oliver",1878.0,0.07742232,0.713234841091833,4.624972813284271
142,PG11337,Cowmen and Rustlers: A Story of the Wyoming Cattle Ranges,"Ellis, Edward Sylvester",1840.0,0.06836282,0.6361089576125697,4.110873864173311
143,PG11354,The Irrational Knot: Being the Second Novel of His Nonage,"Shaw, Bernard",1856.0,0.08239851,0.7582974960371057,4.48863636973214
144,PG11360,Sacred and Profane Love: A Novel in Three Episodes,"Bennett, Arnold",1867.0,0.0716426,0.6618815018263537,4.219507705176107
145,PG11372,The Nine-Tenths,"Oppenheim, James",1882.0,0.08194977,0.729006052045948,4.204692619390966
146,PG11379,Round Anvil Rock: A Romance,"Banks, Nancy Huston",1849.0,0.077765346,0.7250287350779797,3.555348061489413
147,PG113,The Secret Garden,"Burnett, Frances Hodgson",1849.0,0.08653295,0.7442207492999332,7.387090235656757
148,PG11413,The Refugees: A Tale of Two Continents,"Doyle, Arthur Conan",1859.0,0.079829566,0.837382081012426,5.003946305945459
149,PG11418,The Grafters,"Lynde, Francis",1856.0,0.07375451,0.7149664888743953,4.68213122712422
150,PG11431,"Character Sketches of Romance, Fiction and the Drama, Vol. 1: A Revised American Edition of the Reader's Handbook","Brewer, Ebenezer Cobham",1810.0,0.07641248,0.903728501939347,5.662960480135946
151,PG1145,Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim: Sequel to The Prisoner of Zenda,"Hope, Anthony",1863.0,0.074869215,0.7308633790288909,5.420534999272286
152,PG11501,Laughing Bill Hyde and Other Stories,"Beach, Rex",1877.0,0.07583948,0.7827051333709777,4.204692619390966
153,PG11534,The Lions of the Lord: A Tale of the Old West,"Wilson, Harry Leon",1867.0,0.08161546,0.7361556560902779,5.017279836814924
154,PG1153,The Chessmen of Mars,"Burroughs, Edgar Rice",1875.0,0.07355867,0.7561832410916823,5.58724865840025
155,PG1154,The Voyages of Doctor Dolittle,"Lofting, Hugh",1886.0,0.09053074,0.7056411184372838,5.921578419643816
156,PG11556,Facing the Flag,"Verne, Jules",1828.0,0.07274631,0.5977412371690253,4.812184355372417
157,PG1155,The Secret Adversary,"Christie, Agatha",1890.0,0.07281749,0.7842713207316275,6.9865664594064265
158,PG11561,People of the Whirlpool: From The Experience Book of a Commuter's Wife,"Wright, Mabel Osgood",1859.0,0.06818318,0.7049689966319422,4.143134726391533
159,PG1156,Babbitt,"Lewis, Sinclair",1885.0,0.076051615,0.8033088602117823,6.559615237493242
160,PG11572,The Man from Brodney's,"McCutcheon, George Barr",1866.0,0.07471408,0.812437010133405,4.61512051684126
161,PG11574,Master Skylark: A Story of Shakspere's Time,"Bennett, John",1865.0,0.08948811,0.7728656543662389,4.672828834461906
162,PG11584,Madcap,"Gibbs, George",1870.0,0.08207399,0.7381319783730029,4.110873864173311
163,PG1158,Penrod and Sam,"Tarkington, Booth",1869.0,0.08262652,0.679229239789196,5.3981627015177525
164,PG11602,The World of Ice,"Ballantyne, R. M. (Robert Michael)",1825.0,0.08143087,0.7301176167104216,4.430816798843313
165,PG11614,The Second Generation,"Phillips, David Graham",1867.0,0.068067595,0.722453065456186,4.219507705176107
166,PG1161,Jerry of the Islands,"London, Jack",1876.0,0.07329192,0.7399412504139559,4.770684624465665
167,PG11620,My Brilliant Career,"Franklin, Miles",1879.0,0.07671248,0.7060207267992423,4.77912349311153
168,PG11624,The Reflections of Ambrosine: A Novel,"Glyn, Elinor",1864.0,0.07778566,0.6110510696182079,3.970291913552122
169,PG11625,The Wrong Twin,"Wilson, Harry Leon",1867.0,0.07563126,0.8041978057809641,5.541263545158426
170,PG1162,The Jacket (The Star-Rover),"London, Jack",1876.0,0.089963116,0.7148338849854966,5.572154032177765
171,PG11639,Figures of Earth: A Comedy of Appearances,"Cabell, James Branch",1879.0,0.07409835,0.5603574691352169,4.859812404361672
172,PG11640,Love and Mr. Lewisham,"Wells, H. G. (Herbert George)",1866.0,0.079694524,0.664422338441749,4.836281906951478
173,PG11643,John Caldigate,"Trollope, Anthony",1815.0,0.07320193,0.8907781636861949,4.418840607796598
174,PG1164,The iron heel,"London, Jack",1876.0,0.08496436,0.7656287360974883,6.695798917058491
175,PG11660,Ethel Morton's Enterprise,"Smith, Mabell S. C. (Mabell Shippie Clarke)",1864.0,0.08676907,0.6057193701977919,4.68213122712422
176,PG11666,The Conjure Woman,"Chesnutt, Charles W. (Charles Waddell)",1858.0,0.1665013,0.6598769099013557,6.875232087276577
177,PG11668,The Gold Hunters: A Story of Life and Adventure in the Hudson Bay Wilds,"Curwood, James Oliver",1878.0,0.07316912,0.5857381805819908,4.3694478524670215
178,PG1167,A Strange Disappearance,"Green, Anna Katharine",1846.0,0.07558231,0.5383504412612046,5.049856007249537
179,PG1168,The Pool in the Desert,"Duncan, Sara Jeannette",1861.0,0.06491479,0.5998447423289489,4.465908118654584
180,PG11690,Calvert of Strathore,"Goodloe, Abbe Carter",1874.0,0.0760721,0.747626009517532,4.04305126783455
181,PG11696,The Food of the Gods and How It Came to Earth,"Wells, H. G. (Herbert George)",1866.0,0.07879364,0.714503012649664,5.945420608606575
182,PG11715,The Eyes of the World,"Wright, Harold Bell",1872.0,0.08274333,0.8091809829280956,4.927253685157205
183,PG11718,"The Camp Fire Girls at School; Or, The Wohelo Weavers","Frey, Hildegard G.",1891.0,0.08338592,0.5185402968670002,4.189654742026425
184,PG11720,Fenton's Quest,"Braddon, M. E. (Mary Elizabeth)",1835.0,0.073519,0.8674206522308735,4.59511985013459
185,PG11752,Chivalry: Dizain des Reines,"Cabell, James Branch",1879.0,0.083394416,0.6391875707730577,3.871201010907891
186,PG1183,The Return of Dr. Fu-Manchu,"Rohmer, Sax",1883.0,0.07249653,0.7332571479430915,5.198497031265826
187,PG11869,Venetia,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,0.07779168,0.8588091941828193,4.127134385045092
188,PG11876,The Three Sisters,"Sinclair, May",1863.0,0.109525606,0.791877622464273,4.68213122712422
189,PG11880,Ronicky Doone,"Brand, Max",1892.0,0.07371095,0.6099762714624103,3.8918202981106265
190,PG11882,"Colonel Quaritch, V.C.: A Tale of Country Life","Haggard, H. Rider (Henry Rider)",1856.0,0.08518616,0.8134244293636886,4.110873864173311
191,PG11900,Elizabeth Visits America,"Glyn, Elinor",1864.0,0.0752008,0.537318605566848,4.04305126783455
192,PG11901,Tommy and Grizel,"Barrie, J. M. (James Matthew)",1860.0,0.07846026,0.8467879286713628,4.262679877041316
193,PG11976,"Dialstone Lane, Complete","Jacobs, W. W. (William Wymark)",1863.0,0.06977856,0.6316938243877612,4.553876891600541
194,PG11978,"Brave Tom; Or, The Battle That Won","Ellis, Edward Sylvester",1840.0,0.073917165,0.525947226379149,4.532599493153256
195,PG1198,Robbery under Arms: A Story of Life and Adventure in the Bush and in the Australian Goldfields,"Boldrewood, Rolf",1826.0,0.08488664,0.8903277662606313,5.1647859739235145
196,PG119,A Tramp Abroad,"Twain, Mark",1835.0,0.113157906,0.8515875805730074,7.2640301428995295
197,PG12028,The Uttermost Farthing: A Savant's Vendetta,"Freeman, R. Austin (Richard Austin)",1862.0,0.08431201,0.6099875296261029,4.59511985013459
198,PG12041,The Shadow of the Cathedral,"Blasco Ibáñez, Vicente",1867.0,0.079156004,0.766593982730231,3.871201010907891
199,PG1204,Cabin Fever,"Bower, B. M.",1871.0,0.085482106,0.5739431025970358,5.58724865840025
200,PG12051,Dick Sand: A Captain at Fifteen,"Verne, Jules",1828.0,0.08287417,0.8079123344540352,4.605170185988092
201,PG12057,Yolanda: Maid of Burgundy,"Major, Charles",1856.0,0.073975,0.7700837499927508,4.276666119016055
202,PG120,Treasure Island,"Stevenson, Robert Louis",1850.0,0.09009232,0.6725552247285475,8.759825595314295
203,PG12104,Ethelyn's Mistake,"Holmes, Mary Jane",1825.0,0.071737796,0.7786840274433935,4.158883083359672
204,PG12112,The Boy Scouts of the Eagle Patrol,"Goldfrap, John Henry",1879.0,0.085505076,0.5181267527023306,3.7612001156935615
205,PG12139,The Gringos: A Story Of The Old California Days In 1849,"Bower, B. M.",1871.0,0.07149363,0.7495765563163282,4.5217885770490405
206,PG1214,The Street of Seven Stars,"Rinehart, Mary Roberts",1876.0,0.06897549,0.6490067970193528,4.983606621708336
207,PG12163,The Sleeper Awakes: A Revised Edition of When the Sleeper Wakes,"Wells, H. G. (Herbert George)",1866.0,0.08482829,0.7151102922550503,5.986452005284438
208,PG12164,Strawberry Acres,"Richmond, Grace S. (Grace Smith)",1866.0,0.06998464,0.6925343000414765,3.970291913552122
209,PG12170,The Wolf Hunters: A Tale of Adventure in the Wilderness,"Curwood, James Oliver",1878.0,0.07279867,0.5338346193233613,4.48863636973214
210,PG12175,The Nest of the Sparrowhawk: A Romance of the XVIIth Century,"Orczy, Emmuska Orczy, Baroness",1865.0,0.07497184,0.7419292427537802,4.634728988229636
211,PG12177,The Precipice: A Novel,"Peattie, Elia Wilkinson",1862.0,0.06803368,0.6877635988035149,4.691347882229144
212,PG12187,The Mystery of 31 New Inn,"Freeman, R. Austin (Richard Austin)",1862.0,0.07992695,0.7172362543040391,4.976733742420574
213,PG1218,The Adventures of Jimmie Dale,"Packard, Frank L. (Frank Lucius)",1877.0,0.07990329,0.8615370784943347,5.075173815233827
214,PG12190,The Adventures of Captain Horn,"Stockton, Frank R.",1834.0,0.082733355,0.819453766844138,4.31748811353631
